Symbol,Description,"Revenue per share, Trailing 12 months","Revenue per share, Trailing 12 months - Currency","Earnings per share basic, Trailing 12 months","Earnings per share basic, Trailing 12 months - Currency","Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Operating cash flow per share, Trailing 12 months","Operating cash flow per share, Trailing 12 months - Currency","Free cash flow per share, Trailing 12 months","Free cash flow per share, Trailing 12 months - Currency","EBIT per share, Trailing 12 months","EBIT per share, Trailing 12 months - Currency","EBITDA per share, Trailing 12 months","EBITDA per share, Trailing 12 months - Currency","Book value per share, Quarterly","Book value per share, Quarterly - Currency","Total debt per share, Quarterly","Total debt per share, Quarterly - Currency","Cash per share, Quarterly","Cash per share, Quarterly - Currency"
SMN,Sun Summit Minerals Corp.,0,CAD,-0.0494,CAD,-0.0494,CAD,-0.0310341203091291,CAD,-0.03263839856651566,CAD,-0.03442182870234899,CAD,-0.03439648738697511,CAD,0.03487,CAD,0,CAD,0.03216948137067098,CAD
WOLF,Grey Wolf Animal Health Corp,0.940218444448677,CAD,0.0242,CAD,0.0235,CAD,0.0962878006538355,CAD,0.08295508871535157,CAD,0.08542184647872787,CAD,0.15551136498031007,CAD,0.88353,CAD,0.7221533500233474,CAD,0.1896173179710593,CAD
VITA,Vitalist Inc,0.100508462143541,CAD,-0.083,CAD,-0.0833,CAD,-0.0397782148077004,CAD,-0.039778253960681284,CAD,-0.07074591263924586,CAD,-0.07074591263924586,CAD,-0.26087,CAD,0.19497035326501308,CAD,0.002501405640953971,CAD
FKM,Fokus Mining Corporation,0,CAD,-0.0057,CAD,-0.0057,CAD,-0.00503497631527944,CAD,-0.015601282289562432,CAD,-0.005961451062380786,CAD,-0.005960182913827581,CAD,0.07131,CAD,0,CAD,0.008096961347172192,CAD
NPR,North Peak Resources Ltd,0,CAD,-0.1136,CAD,-0.1136,CAD,-0.0730224667548704,CAD,-0.07302239569030355,CAD,-0.09604352524690733,CAD,-0.09342787542220347,CAD,0.36083,CAD,0.00021158290376974078,CAD,0.10405371003112605,CAD
IBAT,International Battery Metals Ltd,,,,,,,,,,,,,,,0.15075,CAD,0.0009017343775717343,CAD,0.04495789968179075,CAD
ROK,"ROK Resources, Inc. Class B",0.285226810959252,CAD,-0.0256,CAD,-0.0256,CAD,0.120215502875154,CAD,0.06076242698089446,CAD,-0.027375278087281487,CAD,0.0724557771485457,CAD,0.46247,CAD,0.003998367805874394,CAD,0.030596205818864925,CAD
FAT,Foremost Clean Energy Ltd.,0,CAD,-0.2348,CAD,-0.2348,CAD,-0.417698580173676,CAD,-0.41769830151819176,CAD,-0.5743068636398689,CAD,,,2.36751,CAD,0,CAD,0.28406551106843964,CAD
TK,Tinka Resources Limited,0,CAD,-0.0133,CAD,-0.0133,CAD,-0.012346595958677,CAD,-0.01237897937361202,CAD,-0.016065697201588482,CAD,-0.016065697201588482,CAD,0.99164,CAD,0,CAD,0.07868078555827417,CAD
KNG,Kingsmen Resources Limited,0,CAD,-0.0418,CAD,-0.0418,CAD,-0.0250671802087097,CAD,-0.02506698288682548,CAD,-0.04033180385194419,CAD,-0.04033180385194419,CAD,0.09366,CAD,0,CAD,0.03440756945690861,CAD
EMNT,Eminent Gold Corp.,0,CAD,-0.0268,CAD,-0.0268,CAD,-0.0283705735889917,CAD,-0.028370509514810825,CAD,-0.02260498657056428,CAD,-0.02260498657056428,CAD,0.12775,CAD,0,CAD,0.014398634594583178,CAD
SONA,"Sona Nanotech, Inc.",0,CAD,-0.0284,CAD,-0.0284,CAD,-0.0243917260505016,CAD,-0.024391717166280746,CAD,-0.02966858897810591,CAD,-0.023271949971246667,CAD,0.00297,CAD,0.0038757502269185476,CAD,0.0034696702606330995,CAD
CRI,Churchill Resources Inc,0,CAD,-0.0169,CAD,-0.0169,CAD,-0.0144985083726053,CAD,-0.01449850456968889,CAD,-0.019122052262072586,CAD,-0.019122052262072586,CAD,0.01999,CAD,0,CAD,0.014664790890844,CAD
CANX,CANEX Metals Inc,0,CAD,-0.0038,CAD,-0.0038,CAD,-0.00171647616644088,CAD,-0.0017164965814811008,CAD,-0.004066131610238611,CAD,-0.004033943896829138,CAD,0.04952,CAD,0,CAD,0.004517896035210011,CAD
PVT,"Pivotree, Inc.",2.65742811327341,CAD,0.1325,CAD,0.1325,CAD,0.235049733470053,CAD,0.2302241051429735,CAD,0.06420232519804908,CAD,0.2368642491103548,CAD,1.93312,CAD,0.012778158058682647,CAD,0.4458091756479623,CAD
TN,Tartisan Nickel Corp.,0,CAD,-0.0062,CAD,-0.0062,CAD,-0.00604832682926911,CAD,-0.01835872004146422,CAD,-0.007616065900885488,CAD,-0.007616065900885488,CAD,0.08728,CAD,0.00016802223184633197,CAD,0.000001817695053610319,CAD
VCI,Vitreous Glass Inc.,2.4059406627886,CAD,0.573,CAD,0.573,CAD,0.535863869224391,CAD,0.4555346394570874,CAD,0.7336438984802839,CAD,0.7571398010144904,CAD,0.79845,CAD,0,CAD,0.41119675282304224,CAD
COV,Covalon Technologies Ltd.,1.19688725799406,CAD,0.0751,CAD,0.0738,CAD,0.0834925804606939,CAD,0.05999800788363093,CAD,0.06432508012870487,CAD,0.0991539268052971,CAD,1.12068,CAD,0.08219905429545625,CAD,0.6334247292397639,CAD
MLM,McFarlane Lake Mining Limited,0,CAD,-0.0709,CAD,-0.0709,CAD,-0.0409421935186524,CAD,-0.040942190844167496,CAD,-0.09131638042644886,CAD,-0.09131638042644886,CAD,-0.00646,CAD,0.04272045314588447,CAD,0.037308822942047695,CAD
NVO,Novo Resources Corp.,0,CAD,-0.0442,CAD,-0.0442,CAD,-0.0326650054605179,CAD,-0.03266500546051794,CAD,-0.03752358664218856,CAD,-0.034785523770800186,CAD,0.19619,CAD,0.0009672044952484163,CAD,0.006784530657631748,CAD
VMXX,Valhalla Metals Inc.,0,CAD,-0.0125,CAD,-0.0125,CAD,-0.00453560600658936,CAD,-0.004535638041761706,CAD,-0.011853842200168468,CAD,-0.011853842200168468,CAD,0.00487,CAD,0,CAD,0.010676914323301742,CAD
ROAR,Lion Rock Resources Inc,0,CAD,-0.0616,CAD,-0.0616,CAD,-0.0400029086215612,CAD,-0.04025439218458277,CAD,-0.054434881286847835,CAD,-0.054416061076449626,CAD,0.07714,CAD,0,CAD,0.04686672326555248,CAD
COR,Camino Minerals Corporation,0,CAD,0.0156,CAD,0.0156,CAD,-0.0143534095332612,CAD,-0.015052512975157462,CAD,-0.020332987680743705,CAD,-0.019923136925200337,CAD,0.19015,CAD,0.00589613477295351,CAD,0.009262199840488207,CAD
WEB,Westbridge Renewable Energy Corp,0,CAD,0.6552,CAD,0.6552,CAD,-0.375741145024599,CAD,-0.3757412636623759,CAD,-0.38017040734874036,CAD,-0.349528246764995,CAD,1.91089,CAD,0.07234448614122918,CAD,1.1931464142423862,CAD
GFG,"GFG Resources, Inc.",0,CAD,-0.0045,CAD,-0.0045,CAD,-0.00548733492000604,CAD,-0.0054873281343850435,CAD,-0.0069955341860366334,CAD,-0.006875869759694764,CAD,0.14915,CAD,0.00045948493323088034,CAD,0.026772477659649088,CAD
WEX,Western Exploration Inc,0,CAD,-0.1319,CAD,-0.1319,CAD,-0.115835953682853,CAD,-0.11604593578302928,CAD,-0.12361875455923818,CAD,-0.12344398257392086,CAD,0.2335,CAD,0,CAD,0.04037160637591024,CAD
UFC,Urbanfund Corp.,0.196303327479979,CAD,0.1741,CAD,0.1531,CAD,0.099604404103296,CAD,,,0.08558123394887002,CAD,0.08558123394887002,CAD,1.56943,CAD,0.8882379392226527,CAD,0.1665744924947088,CAD
SLT,Saltire Capital Ltd. Class A,,,,,,,,,,,,,,,,,,,,
KG,Klondike Gold Corp.,0,CAD,-0.0043,CAD,-0.0043,CAD,-0.00411856098913987,CAD,-0.004118568949573111,CAD,-0.004273717793415509,CAD,-0.0040753437970813605,CAD,0.13808,CAD,0,CAD,0.0036611226534518488,CAD
SWP,"Swiss Water Decaffeinated Coffee, Inc.",25.3212629414579,CAD,0.249,CAD,0.1328,CAD,-0.17131093363517,CAD,-0.30997128004115654,CAD,1.115457081012386,CAD,1.8765715711336994,CAD,5.98048,CAD,11.679910386695974,CAD,0.4122136637684387,CAD
CMI,C-COM Satellite Systems Inc.,0.131602735794798,CAD,-0.0232,CAD,-0.0232,CAD,-0.0112266124145725,CAD,-0.011255820406691422,CAD,-0.04862552194823588,CAD,-0.04549434019004132,CAD,0.54934,CAD,0.030496284162548307,CAD,0.3743685395026406,CAD
BHS,Bayhorse Silver Inc.,0,CAD,-0.0085,CAD,-0.0085,CAD,-0.00617912729203719,CAD,-0.006249294438377416,CAD,-0.007667096501201538,CAD,-0.006811990643772335,CAD,-0.00025,CAD,0.0012310402911178866,CAD,0.0017646599807104577,CAD
BRM,Biorem Inc.,1.86410506745617,CAD,0.1317,CAD,0.1126,CAD,0.137974920872576,CAD,0.11946768916790965,CAD,0.16217263908496185,CAD,0.18987522163381093,CAD,0.76198,CAD,0.16556838065627494,CAD,0.44819709385625944,CAD
PWI.PR.A,Power & Infrastructure Split Corp. 5.0 % Cum Red Pfd Registered Shs 2021-29.05.26 Reg S,1.13086898744,CAD,2.5741,CAD,2.5741,CAD,-0.762224866460685,CAD,,,3.0700343257799068,CAD,3.0700343257799068,CAD,10.20275,CAD,,,,
KDOZ,Kidoz Inc,0.173283328861335,CAD,0.0063,CAD,0.0063,CAD,0.0144582606461114,CAD,0.014278414024488224,CAD,0.008722092607047685,CAD,0.010660640044024693,CAD,0.07198,CAD,0,CAD,0.01897328777896636,CAD
SRR,Source Rock Royalties Ltd.,0.137296670794193,CAD,0.0333,CAD,0.0311,CAD,0.109590249182208,CAD,0.10902398011499881,CAD,0.04000321254221946,CAD,0.1049869912515472,CAD,0.52471,CAD,0,CAD,0.09825239458292172,CAD
NVLH,"Nevada Lithium Resources, Inc.",0,CAD,-0.0074,CAD,-0.0074,CAD,-0.00630734114059722,CAD,-0.006307341140597216,CAD,-0.007647329462909631,CAD,-0.007647329462909631,CAD,0.16532,CAD,0,CAD,0.0037871659653888534,CAD
FMS,Focus Graphite Inc.,0,CAD,-0.0308,CAD,-0.0308,CAD,-0.0147889896799623,CAD,-0.014788989679962337,CAD,-0.030101707115374268,CAD,-0.030101707115374268,CAD,-0.03756,CAD,0,CAD,0.006015996174844558,CAD
USGD,American Pacific Mining Corp.,0,CAD,0.0034,CAD,0.0034,CAD,-0.0381575214250274,CAD,-0.038157535118152106,CAD,-0.052623499763572223,CAD,-0.04076324545878588,CAD,0.17284,CAD,0.00040395630704661293,CAD,0.010345849486789217,CAD
BLU,BLUENERGIES LTD.,,,,,,,,,,,,,,,,,,,,
B,BCM Resources Corporation,0,CAD,-0.0017,CAD,-0.0017,CAD,-0.00444003383226414,CAD,-0.00445002755881895,CAD,-0.0008171912978576099,CAD,-0.0008134485111614979,CAD,0.11199,CAD,0,CAD,0.0008166614748058226,CAD
BKI,Black Iron Inc.,0,CAD,-0.0093,CAD,-0.0093,CAD,-0.00895495433661799,CAD,-0.009075629619845543,CAD,-0.009222383648024824,CAD,-0.008828296506932799,CAD,-0.01318,CAD,0.002186702144654355,CAD,0.004148695961470216,CAD
CAM,Cascadia Minerals Ltd,0,CAD,-0.0384,CAD,-0.0384,CAD,-0.0282674490138078,CAD,-0.028981834285987065,CAD,-0.027915102794846033,CAD,-0.027904275232004568,CAD,0.09064,CAD,0,CAD,0.035438838393418694,CAD
NETZ,Carbon Streaming Corporation,0.00195968667804222,CAD,-0.4883,CAD,-0.4883,CAD,-0.0792620472016332,CAD,-0.07926213990270757,CAD,-0.10007453677594952,CAD,-0.10007453677594952,CAD,1.29864,CAD,0.0024068276994565875,CAD,0.9945488129963305,CAD
MMET,Miata Metals Corp.,,,,,,,,,,,,,,,0.16917,CAD,0,CAD,0.061112438653429225,CAD
SMD,Strategic Metals Ltd.,0,CAD,0.0267,CAD,0.0267,CAD,-0.0109430437391438,CAD,-0.01442680410328901,CAD,-0.01627447399922169,CAD,-0.01627447399922169,CAD,0.41897,CAD,0,CAD,0.06086022394811809,CAD
EMET,Canamera Energy Metals Corp,0,CAD,-0.016,CAD,-0.016,CAD,-0.0131679960849838,CAD,-0.013168014326262563,CAD,-0.015368459785586902,CAD,-0.015340185803476708,CAD,0.01911,CAD,0.0003146255764107285,CAD,0.008037271602316482,CAD
COSA,Cosa Resources Corp.,0,CAD,-0.061,CAD,-0.061,CAD,-0.0683943398687617,CAD,-0.06839429487266306,CAD,-0.06681065718196903,CAD,-0.06677376038110615,CAD,0.09106,CAD,0,CAD,0.033386070260778035,CAD
KLDC,Kirkland Lake Discoveries Corp.,0,CAD,-0.017,CAD,-0.017,CAD,-0.0151603052048773,CAD,-0.0151602788335185,CAD,-0.019574668484989434,CAD,-0.019523508048947456,CAD,0.09614,CAD,0,CAD,0.010112246963625922,CAD
LMS,LATIN METALS INC,0,CAD,-0.0131,CAD,-0.0131,CAD,-0.011635709920665,CAD,-0.01163574342892542,CAD,-0.016813858681424824,CAD,-0.016772140897208805,CAD,0.05955,CAD,0,CAD,0.011020933866840688,CAD
LMS,LATIN METALS INC,0,CAD,-0.0131,CAD,-0.0131,CAD,-0.011635709920665,CAD,-0.01163574342892542,CAD,-0.016813858681424824,CAD,-0.016772140897208805,CAD,0.05955,CAD,0,CAD,0.011020933866840688,CAD
SFD,NXT Energy Solutions Inc.,0.130787265850051,CAD,-0.0371,CAD,-0.0577,CAD,-0.00608063410197146,CAD,-0.006901276613227999,CAD,0.026061682336507398,CAD,0.044766272401107796,CAD,0.11437,CAD,0.03389279353333371,CAD,0.00868308644710035,CAD
CFX,Canfor Pulp Products Inc.,10.7582663089101,CAD,-0.1564,CAD,-0.1564,CAD,0.039856785983423,CAD,-0.3249861010956033,CAD,-0.09810901165150288,CAD,0.45835303880936495,CAD,2.53857,CAD,1.5252885405194587,CAD,0.131833984406707,CAD
ECM,Ecolomondo Corporation,0.00483946976632178,CAD,-0.0107,CAD,-0.0107,CAD,0.0148803207918341,CAD,-0.006492257998882258,CAD,-0.018055184455912036,CAD,-0.015716089420774522,CAD,-0.0009,CAD,0.20954497738407887,CAD,0.00024326588365430147,CAD
BTR,"Bonterra Resources, Inc.",0,CAD,-0.0463,CAD,-0.0463,CAD,-0.0315640016384721,CAD,-0.03156398751371279,CAD,-0.04346654550762031,CAD,-0.03814598409552104,CAD,0.06136,CAD,0,CAD,0.03366537503590043,CAD
GVC,Glacier Media Inc.,1.05837953717303,CAD,-0.149,CAD,-0.149,CAD,0.0606413718835334,CAD,0.04882881088660263,CAD,-0.010905075678251096,CAD,0.061777635013644853,CAD,0.24761,CAD,0.09851935152959854,CAD,0.03577322378089223,CAD
SECU,SSC Security Services Corp.,6.77589569024677,CAD,0.0151,CAD,0.015,CAD,0.109518002721594,CAD,0.04007874599478086,CAD,-0.012787244883377371,CAD,0.20303659150471406,CAD,3.32995,CAD,0.3002485614828583,CAD,0.46910929050966876,CAD
PTU,Purepoint Uranium Group Inc.,0,CAD,-0.0763,CAD,-0.0763,CAD,-0.05520027519666,CAD,-0.05520033109912605,CAD,-0.08048445747928457,CAD,-0.07998301235860973,CAD,0.06515,CAD,0.00014797382769523887,CAD,0.08245444640808068,CAD
BCT,BriaCell Therapeutics Corp,0,CAD,-68.3543,CAD,-68.3543,CAD,-21.4898185669739,CAD,-21.48981955575278,CAD,-22.549962683913105,CAD,-22.470675288469806,CAD,7.42108,CAD,0,CAD,7.568351694723622,CAD
ENW,EnWave Corporation,0.128155717649539,CAD,-0.0058,CAD,-0.0058,CAD,-0.0263379242910117,CAD,,,-0.010754577484482745,CAD,0.0005215430552675579,CAD,0.09209,CAD,0.026643656426858172,CAD,0.023271610810904134,CAD
NXH,Next Hydrogen Solutions Inc,0.130220718430754,CAD,-0.367,CAD,-0.367,CAD,-0.39776389551733,CAD,-0.4676072424072653,CAD,-0.3862084050934092,CAD,-0.34105575498516383,CAD,-0.3004,CAD,0.4309184770955672,CAD,0.03782196930397914,CAD
OGW,Ongwe Minerals Inc.,0,CAD,-0.3158,CAD,-0.3158,CAD,-0.243319483119482,CAD,-0.24331912695888258,CAD,-0.30628743049644164,CAD,-0.30628743049644164,CAD,-0.12204,CAD,0.026908378470521396,CAD,0.008495587812934458,CAD
OGW,Ongwe Minerals Inc.,0,CAD,-0.3158,CAD,-0.3158,CAD,-0.243319483119482,CAD,-0.24331912695888258,CAD,-0.30628743049644164,CAD,-0.30628743049644164,CAD,-0.12204,CAD,0.026908378470521396,CAD,0.008495587812934458,CAD
LEEF,Leef Brands Inc,,,,,,,,,,,,,,,-0.12148,CAD,0.18606219648668376,CAD,0.014753637167105597,CAD
URAI,Inturai Ventures Corp.,0,CAD,-0.0185,CAD,-0.0185,CAD,-0.0165914430289738,CAD,-0.016622256253856233,CAD,-0.019326029631190622,CAD,-0.019317899728423727,CAD,0.01081,CAD,0,CAD,0.003293780969234143,CAD
DEX,Almadex Minerals Ltd.,0.0021449532247062,CAD,0.0241,CAD,0.024,CAD,-0.0194938217968509,CAD,-0.02086022432475611,CAD,-0.038937187579476604,CAD,-0.0368034413488509,CAD,0.46041,CAD,0,CAD,0.3262409639520082,CAD
KRI,Kobo Resources Inc.,0,CAD,-0.0712,CAD,-0.0712,CAD,-0.0508376582065862,CAD,-0.05351993306717659,CAD,-0.05942412323721273,CAD,-0.058428527988167576,CAD,0.03342,CAD,0,CAD,0.0341837860625262,CAD
RSS,"Resaas Services, Inc.",0.00924348715610312,CAD,-0.0042,CAD,-0.0042,CAD,-0.00206918045231129,CAD,-0.0020691679580901842,CAD,-0.004102352559382472,CAD,-0.0038860775919617773,CAD,-0.0112,CAD,0.00018175343449271125,CAD,0.0007913589766893068,CAD
BAU,Blue Star Gold Corp.,0,CAD,-0.0778,CAD,-0.0778,CAD,-0.0526703908203371,CAD,-0.05717112620439819,CAD,-0.055253916494348375,CAD,-0.05220215191636364,CAD,0.0329,CAD,0.015149268049349407,CAD,0.017091095326994963,CAD
STIF,Plaid Technologies Inc,0,CAD,-0.0283,CAD,-0.0283,CAD,-0.00582225357008288,CAD,-0.005822171715233659,CAD,-0.0071807985025670335,CAD,-0.0071807985025670335,CAD,0.01766,CAD,0,CAD,0.002507377741269787,CAD
BYL,"Baylin Technologies, Inc.",0.517067054683309,CAD,-0.0223,CAD,-0.0223,CAD,0.0288337590213673,CAD,0.028414168167031774,CAD,-0.004058230294276112,CAD,0.011696095064601912,CAD,-0.06456,CAD,0.18733420424660038,CAD,0.03472769930336117,CAD
RSM,Resouro Strategic Metals Inc,0,CAD,-0.0403,CAD,-0.0403,CAD,-0.0362265768021589,CAD,-0.036668621352142106,CAD,-0.03842260766631823,CAD,-0.037881373757618665,CAD,0.07324,CAD,0,CAD,0.01939935593453318,CAD
GSD,"Devonian Health Group, Inc.",6.7020870919591,CAD,-2.7528,CAD,-2.7528,CAD,-2.24974725319691,CAD,-2.2497468913482708,CAD,-0.6497498955314882,CAD,-0.5430298755446858,CAD,3.47109,CAD,0.04133143743584081,CAD,2.40369105390598,CAD
TAJ,Tajiri Resources Corp.,0,CAD,-0.0331,CAD,-0.0331,CAD,-0.0108119891805375,CAD,-0.01108754806180978,CAD,-0.008096214301863358,CAD,-0.00799410424701021,CAD,0.00353,CAD,0,CAD,0.00766961964751208,CAD
MMP.UN,Precious Metals and Mining Trust Units,0.322872265292348,CAD,0.814,CAD,0.814,CAD,0.0105663661997496,CAD,,,0.8221829095805142,CAD,0.8221829095805142,CAD,2.44861,CAD,,,,
SEND,Sendero Resources Corp.,0,CAD,-0.1255,CAD,-0.1255,CAD,-0.0758647525175875,CAD,-0.07694153998373317,CAD,-0.12451891230159064,CAD,-0.12451891230159064,CAD,0.03754,CAD,0,CAD,0.010274157100812505,CAD
AMM,Almaden Minerals Ltd.,0,CAD,0.0232,CAD,0.0229,CAD,-0.00505256246900135,CAD,-0.005296451523166694,CAD,-0.017341755141058436,CAD,-0.016553241115393153,CAD,0.0467,CAD,0.0013908801778976497,CAD,0.0470166399105844,CAD
EOX,Euromax Resources Ltd.,0,CAD,-0.0096,CAD,-0.0097,CAD,-0.00278156947879037,CAD,-0.002904611071043024,CAD,-0.004822124424463621,CAD,-0.004750234954832856,CAD,-0.0085,CAD,0.044578383620077246,CAD,0.0015898632706803793,CAD
INNO,InnoCan Pharma Corporation,8.40910317197233,CAD,-0.9998,CAD,-0.9998,CAD,0.178255932552799,CAD,0.17390301175520786,CAD,-0.3807883573561852,CAD,-0.3695986371392016,CAD,1.19198,CAD,0.471040141620869,CAD,2.270766066828904,CAD
IRV,"Irving Resources, Inc.",0,CAD,-0.0694,CAD,-0.0694,CAD,-0.0366780580174299,CAD,-0.03692239661287467,CAD,-0.02161389439274895,CAD,-0.01963274470689686,CAD,0.55583,CAD,0.0012102480408044374,CAD,0.022807035012867755,CAD
PINK,Perimeter Medical Imaging AI Inc,0.0257840108255809,CAD,-0.2097,CAD,-0.2097,CAD,-0.14932784553497,CAD,-0.17340359113747453,CAD,-0.211510035155359,CAD,-0.2001111502708027,CAD,0.0435,CAD,0.0013839231834644932,CAD,0.02294170759275836,CAD
CUPR,Super Copper Corp.,0,CAD,-0.1083,CAD,-0.1083,CAD,-0.0564431025781167,CAD,-0.05644315603845327,CAD,-0.09908766460738341,CAD,-0.09908766460738341,CAD,-0.00861,CAD,0,CAD,0.00003568477465385568,CAD
REVX,REV Exploration Corp.,0,CAD,-0.0413,CAD,-0.0413,CAD,-0.0732918970726943,CAD,-0.07329197326096464,CAD,-0.09848362485505181,CAD,-0.09848362485505181,CAD,0.11395,CAD,0,CAD,0.03765216702297381,CAD
DMET,Denarius Metals Corp.,0.0056564677161309,CAD,-0.2241,CAD,-0.2241,CAD,-0.0695277729008682,CAD,-0.12201957154568668,CAD,-0.060902365663125756,CAD,-0.05937588648008629,CAD,0.45218,CAD,0.6333487815616987,CAD,0.011536407678719465,CAD
ORIO,Orion Digital Corp.,2.91293782470253,CAD,0.3101,CAD,0.3101,CAD,0.765460030165913,CAD,,,1.381975867269985,CAD,1.7148483324953914,CAD,3.25757,CAD,3.5393832746773923,CAD,0.6238897268309034,CAD
TGO,TeraGo Inc.,1.28293607260397,CAD,-0.6479,CAD,-0.6479,CAD,-0.0059339782587015,CAD,-0.1897875735514112,CAD,-0.3224793058741398,CAD,0.14141817093846615,CAD,-0.21562,CAD,2.462301785180014,CAD,0.06467537648349457,CAD
QGR,Q-Gold Resources Ltd,0,CAD,-0.0207,CAD,-0.0207,CAD,-0.0111231628191276,CAD,-0.011123179063510975,CAD,-0.02004296996775766,CAD,-0.02000008479568115,CAD,-0.04417,CAD,0,CAD,0.002526862565158049,CAD
YRB,"Yorbeau Resources, Inc. Class A",0,CAD,0.0195,CAD,0.0195,CAD,-0.00271881656973433,CAD,-0.0027188079040039856,CAD,-0.0028029088170405,CAD,-0.002778623107737581,CAD,0.07255,CAD,0.00004638332169272997,CAD,0.0039948301985884265,CAD
SHLF,Shelfie-Tech Ltd.,,,,,,,,,,,,,,,,,,,,
DTC,Defence Therapeutics Inc Class A,0,CAD,-0.0808,CAD,-0.0808,CAD,-0.0892458644134678,CAD,,,-0.07496087355054547,CAD,-0.07383299986416014,CAD,-0.02134,CAD,0.026877466613954275,CAD,0.01711509928386796,CAD
RSG,Rocky Shore Gold Limited,0,CAD,-0.0104,CAD,-0.0104,CAD,-0.00976992618889714,CAD,-0.009769938323582214,CAD,-0.015751245945475598,CAD,-0.01574894035531074,CAD,0.01309,CAD,0,CAD,0.015610277308922199,CAD
XXIX,XXIX Metal Corp.,0,CAD,-0.0775,CAD,-0.0775,CAD,-0.01181904790396,CAD,-0.012806983894831639,CAD,-0.06305854273951375,CAD,-0.06298384978414007,CAD,0.01094,CAD,0,CAD,0.013146995187757658,CAD
PHNM,Phenom Resources Corp,0,CAD,-0.0101,CAD,-0.0101,CAD,-0.011129902475551,CAD,-0.011129920142511598,CAD,-0.009782902735326034,CAD,-0.009782902735326034,CAD,0.18656,CAD,0,CAD,0.0030898453985482564,CAD
IEI,Imperial Equities Inc.,2.09489990839299,CAD,0.4727,CAD,0.4727,CAD,0.588315165350755,CAD,,,1.1275078979037887,CAD,1.1929299874027137,CAD,11.85686,CAD,11.539275261388926,CAD,0.07435583598430767,CAD
NTAR,Nextech3D.AI Corporation,0.00844320150311838,CAD,-0.0235,CAD,-0.0235,CAD,-0.0108502417671334,CAD,-0.010850241767133431,CAD,-0.023387413831555168,CAD,-0.023046156877940715,CAD,-0.02169,CAD,0.0016048843659302661,CAD,0.0018576752593363558,CAD
PLAN,Progressive Planet Solutions Inc.,0.180829509506934,CAD,0.0295,CAD,0.0293,CAD,0.0513847208513589,CAD,0.01659441446687068,CAD,0.013589981564717581,CAD,0.0262681438555504,CAD,0.15392,CAD,0.06594214677215798,CAD,0.024810339984144662,CAD
RME,Roland Mineral Enterprises Corp.,0,CAD,-0.006,CAD,-0.006,CAD,-0.00751776755149591,CAD,-0.00751776755149591,CAD,-0.0019470429288288192,CAD,-0.0019470429288288192,CAD,0.01442,CAD,0.00005539555391000395,CAD,0.0009508462176805811,CAD
INO.UN,Inovalis REIT,0.68999224018414,CAD,-1.0683,CAD,-1.0683,CAD,-0.0554595150508001,CAD,,,0.2673016148865382,CAD,0.2673016148865382,CAD,5.72889,CAD,6.540971078043551,CAD,0.41931849408930133,CAD
HOT.U,American Hotel Income Properties REIT LP,3.613345738597785,CAD,-1.6678004069431998,CAD,-1.6678004069431998,CAD,0.2037074972751682,CAD,,,0.32481025696318483,CAD,0.7826684156254541,CAD,-10.103612465280838,CAD,6.696683159433465,CAD,0.763477075655738,CAD
CYBT,Cybeats Technologies Corp.,0.0160270128053986,CAD,-0.0409,CAD,-0.0409,CAD,-0.0169306511468793,CAD,-0.01699317990575614,CAD,-0.032145851311047066,CAD,-0.03207979308751963,CAD,-0.01374,CAD,0.0027151778069170593,CAD,0.009321155169932396,CAD
LBNK,LithiumBank Resources Corp.,0,CAD,-0.1637,CAD,-0.1637,CAD,-0.0668169860335471,CAD,-0.06681704939171565,CAD,-0.0701481051044857,CAD,-0.0701481051044857,CAD,0.11726,CAD,0,CAD,0.05561226815622566,CAD
GRN,Greenlane Renewables Inc.,0.254517080393034,CAD,0.015,CAD,0.015,CAD,0.00946189331156756,CAD,0.00855012184376494,CAD,0.008006681896068017,CAD,0.01477552835571526,CAD,0.15718,CAD,0.01510763054597449,CAD,0.1189106987777281,CAD
MGRO,MustGrow Biologics Corp.,0.137807892236639,CAD,-0.1206,CAD,-0.1206,CAD,-0.0871151196238998,CAD,-0.08731275383346755,CAD,-0.11173516547971592,CAD,-0.1110507939660075,CAD,0.04943,CAD,0.010670035539061748,CAD,0.059963283029589864,CAD
CDA,Canuc Resources Corporation,0.0049369297451731,CAD,-0.3792,CAD,-0.3792,CAD,-0.297017629904763,CAD,-0.2970175922788798,CAD,-0.08611360609386995,CAD,-0.08589349467783577,CAD,0.03034,CAD,0,CAD,0.02539837410206253,CAD
CDA,Canuc Resources Corporation,0.0049369297451731,CAD,-0.3792,CAD,-0.3792,CAD,-0.297017629904763,CAD,-0.2970175922788798,CAD,-0.08611360609386995,CAD,-0.08589349467783577,CAD,0.03034,CAD,0,CAD,0.02539837410206253,CAD
ADK,DIAGNOS inc.,0.000772505028788195,CAD,-0.0477,CAD,-0.0477,CAD,-0.0424576469802911,CAD,-0.04259744990315401,CAD,-0.043075553211685616,CAD,-0.04178470361614107,CAD,-0.01509,CAD,0.023348310513557277,CAD,0.007209678586860791,CAD
IAN,"iAnthus Capital Holdings, Inc.",0.0313724279193926,CAD,0.0005,CAD,0.0005,CAD,0.000679740768215235,CAD,-0.003322352196279236,CAD,-0.00290075856616794,CAD,0.0012397934728867641,CAD,-0.01829,CAD,0.045524709379676814,CAD,0.003694934595157194,CAD
