Symbol,Description,Technical Rating 1 day,Moving Averages Rating 1 day,Oscillators Rating 1 day,Relative Strength Index (14) 1 day,Momentum (10) 1 day,Awesome Oscillator 1 day,Commodity Channel Index (20) 1 day,"Stochastic (14,3,3) 1 day, %K","Stochastic (14,3,3) 1 day, %D",Candlestick Pattern 1 day
FTEC,Fintech Select Ltd,Strong buy,Strong buy,Buy,54.61267519424361,0.009999999999999995,-0.0026323529411764607,41.807909604519715,72.22222222222224,64.81481481481484,Marubozu White
SRI,Sparton Resources Inc.,Strong buy,Strong buy,Neutral,57.64055346547765,0.0050000000000000044,0.0024558823529411723,133.33333333333343,83.33333333333334,88.88888888888887,Marubozu White
ANTL,"Antler Gold, Inc.",Sell,Strong sell,Sell,41.44553384396314,-0.03,0.010308823529411787,-40.7196969696969,26.666666666666686,41.66666666666671,Marubozu Black
MEX,Mexican Gold Mining Corp.,Sell,Sell,Neutral,44.409756351611634,0.015000000000000013,-0.01247058823529415,-84.39716312056744,33.333333333333336,45.23809523809524,
RVV,Revive Therapeutics Ltd.,Buy,Strong buy,Neutral,57.745130946309246,0.004999999999999999,0.0012205882352941087,153.84615384615373,66.66666666666667,55.55555555555554,
NGMD,NuGen Medical Devices Inc,Strong sell,Strong sell,Neutral,45.168947132803396,-0.0050000000000000044,-0.0013750000000000047,-103.23383084577135,49.999999999999964,27.777777777777725,Marubozu White
ATC,ATERRA Metals Inc.,Sell,Sell,Neutral,45.62171586205297,-0.0050000000000000044,-0.004323529411764695,-133.3333333333334,38.88888888888886,38.88888888888881,Marubozu White
ZBNI,ZEB Nickel Corp,Strong buy,Strong buy,Neutral,53.683113723449196,0.05500000000000001,0.0063676470588235334,43.52441613588109,96.96969696969695,72.18337218337219,
USHA,Usha Resources Ltd,Buy,Buy,Neutral,55.0298842304791,0.0050000000000000044,0.006970588235294131,13.157894736840092,50.000000000000036,50.000000000000036,
LUX,Newlox Gold Ventures Corp.,Sell,Strong sell,Neutral,44.96567392998052,0,-0.0024999999999999883,-26.21722846441837,50.00000000000001,50.00000000000001,
CMET,Clarity Metals Corp,Neutral,Buy,Neutral,52.33381095236941,0.0049999999999999906,0.018735294117647044,20.799124247400275,76.1904761904762,82.53968253968256,
FMN,Fidelity Minerals Corp.,Sell,Strong sell,Neutral,46.10066928732155,-0.01999999999999999,0.0011029411764707786,-103.61445783132507,24.444444444444432,40,Marubozu Black
MLKM,"Mayo Lake Minerals, Inc.",Strong buy,Strong buy,Buy,60.641215144444985,0.019999999999999997,0.0097941176470588,141.88532555879476,73.33333333333333,73.33333333333333,
SPX,"Stellar AfricaGold, Inc.",Sell,Strong sell,Neutral,36.302027017132886,-0.009999999999999995,-0.01782352941176478,-76.07739665787211,5.555555555555562,3.24074074074075,Marubozu White
NWI,Nuinsco Resources Limited,Buy,Buy,Buy,52.26440705500968,0.005,0.002544117647058827,10.256410256410394,66.66666666666667,66.66666666666661,
HAR,"Harfang Exploration, Inc.",Sell,Strong sell,Neutral,45.806399358761375,0,-0.0027500000000003494,-26.365348399248152,55.5555555555556,61.111111111111086,Marubozu Black
RES,Auric Resources Corp,Buy,Strong buy,Neutral,68.00140910645132,0.07499999999999998,0.05729411764705891,130.5732484076433,93.8725490196078,94.20149638802887,
DHB,Delivra Health Brands Inc,Neutral,Sell,Buy,50.26905004767979,0.015000000000000013,-0.016338235294118097,-39.4265232974892,45.833333333333336,30.00000000000001,Marubozu White
ZFR,Zephyr Minerals Ltd.,Strong buy,Strong buy,Buy,67.25641319407505,0.010000000000000009,0.008808823529411772,104.16666666666663,80.55555555555556,77.59259259259258,Marubozu White
MATE,Blockmate Ventures Inc,Strong sell,Strong sell,Neutral,20.252167659811235,-0.010000000000000002,-0.01975000000000012,-116.61166116611689,-7.105427357601002e-15,-1.4802973661668755e-15,
ESPN,Hispania Resources Inc,Sell,Strong sell,Neutral,45.03338295201232,-0.0049999999999999906,-0.0031911764705882806,-114.40677966101693,11.111111111111086,25.925925925925895,
CCD,Cascadero Copper Corp.,Buy,Strong buy,Neutral,55.46668341605231,0.005000000000000001,0.002985294117647046,114.94252873563225,77.77777777777777,72.22222222222226,
SOLR,Solar Alliance Energy Inc.,Strong buy,Strong buy,Buy,64.0061689504181,0.005000000000000001,-0.0002647058823528753,241.02564102563895,33.333333333333336,11.111111111111112,
MTH,Mammoth Resources Corp.,Sell,Sell,Sell,47.57666715161402,-0.015000000000000006,-0.004588235294117657,-91.22807017543876,36.11111111111111,28.703703703703706,"Dragonfly Doji, Long Lower Shadow"
TCEC,Terra Clean Energy Corp.,Neutral,Neutral,Buy,49.27379349596661,-0.0050000000000000044,0.0010441176470590285,-117.49174917491747,21.428571428571427,22.751322751322732,Marubozu White
GKO,Geekco Technologies Corporation Class A,Neutral,Buy,Neutral,51.21214065399269,0.015,0.010500000000000002,-12.820512820512906,44.444444444444464,47.53086419753089,Marubozu Black
APX,Apex Resources Inc.,Strong buy,Strong buy,Buy,58.58441555049162,0.0050000000000000044,0.004735294117647101,100.77519379844932,83.33333333333333,88.88888888888891,
QCX,QcX Gold Corp,Buy,Strong buy,Neutral,50.003731926454876,-0.05499999999999999,-0.025338235294117772,8.678500986192997,64.48412698412699,59.98677248677254,
JUMP,Leveljump Healthcare Corp.,Buy,Strong buy,Buy,57.21850597817374,0.010000000000000002,0.0011029411764705913,133.95638629283388,61.11111111111111,51.851851851851855,Marubozu White
ETR,Etruscus Resources Corp.,Neutral,Buy,Sell,51.384009708409174,-0.010000000000000009,0.003411764705882364,-9.259259259260013,14.999999999999986,15.370370370370354,
AVU,Avrupa Minerals Ltd.,Buy,Strong buy,Buy,59.25529063755325,0.015,0.007029411764705867,129.35323383084557,100,87.77777777777779,
CRUZ,Cruz Battery Metals Corp,Sell,Strong sell,Sell,47.12891759326823,-0.0050000000000000044,-0.0006764705882353061,-69.84126984126998,0,1.8947806286936004e-14,
PDFI,Prophecy DeFi Inc,Buy,Strong buy,Neutral,62.36650068112306,0.15,0.1769117647058823,134.52678688956163,88.88888888888891,91.48148148148151,Marubozu Black
MAZ.H,Mazarin Inc,Buy,Strong buy,Neutral,55.45018544044875,0.0050000000000000044,0.01858823529411771,30.1507537688441,39.42307692307691,40.99596391263057,
EGT,Eguana Technologies Inc,Buy,Strong buy,Buy,60.14508450382164,0.024999999999999994,0.0065294117647059086,218.68365180467185,38.888888888888886,41.666666666666686,
SIEN,Sienna Resources Inc,Sell,Strong sell,Neutral,43.60347523864721,-0.024999999999999994,-0.002779411764705836,-124.85276796230885,33.333333333333364,41.666666666666714,
SILV,Silver Valley Metals Corp,Neutral,Buy,Sell,52.59053942298277,-0.010000000000000009,0.0061911764705882,-64.18319625866795,17.592592592592577,9.9596391263058,Doji
ALTU,Altura Energy Corp,Neutral,Neutral,Neutral,52.28960875480531,0.010000000000000009,0.011205882352941121,-19.801980198020086,42.85714285714287,52.38095238095238,
GGC,Generic Gold Corp.,Strong buy,Strong buy,Buy,63.43108076829735,0.020000000000000004,0.0035147058823529614,257.1428571428573,66.66666666666666,51.85185185185187,Marubozu White
ORNG,Oregen Energy Corp.,Sell,Strong sell,Sell,36.452862519132175,-0.024999999999999994,-0.02261029411764698,-133.69963369963276,25.000000000000004,24.074074074074066,"Dragonfly Doji, Long Lower Shadow"
NVX,NV Gold Corporation,Sell,Sell,Sell,45.12400703444808,-0.10500000000000001,0.013772058823529582,-61.308116627265576,16.115942028985504,30.653426373233135,
NZP,Chatham Rock Phosphate Limited,Buy,Buy,Neutral,57.806449778652514,0.010000000000000002,0.003676470588235295,104.71976401179955,88.8888888888889,77.77777777777779,
MOC,Mosaic Minerals Corp,Sell,Sell,Sell,48.330143443497406,0,-0.003147058823529447,-55.55555555555537,72.22222222222223,71.29629629629632,
BES,"Braille Energy Systems, Inc.",Sell,Strong sell,Neutral,39.58078157771614,0,-0.004367647058823476,-72.72727272727292,55.55555555555558,48.148148148148174,Marubozu Black
SUI,Superior Mining International Corporation,Sell,Strong sell,Neutral,42.31637448798481,-0.0049999999999999906,0.004014705882352948,-109.51008645533211,26.666666666666657,30.370370370370363,Marubozu Black
ALMA,"Alma Gold, Inc.",Buy,Strong buy,Neutral,54.83694101238541,0,-0.005191176470588282,1.2771392081739747,32.275132275132286,18.518518518518512,Marubozu White
VMS,Vortex Metals Inc,Buy,Strong buy,Neutral,52.822119204274834,0,0.0036176470588236906,-39.99999999999988,41.666666666666686,43.33333333333335,Marubozu White
FP,FP Newspapers Inc.,Buy,Strong buy,Neutral,53.73492091829488,0.08000000000000007,0.05964705882352905,43.44193817878007,65.69444444444444,79.53703703703702,
MUSL,Promino Nutritional Sciences Inc,Sell,Sell,Neutral,48.20991567151802,-0.0049999999999999975,-0.008838235294117633,-55.42168674698834,20.000000000000014,8.888888888888912,Marubozu White
OVL.H,Olivier Ventures Inc,Strong buy,Strong buy,Buy,60.81014697563802,0.035,0.04177941176470587,113.04235869705163,88.09523809523812,76.28968253968254,
ILC,ILC Critical Minerals Limited,Strong sell,Strong sell,Sell,42.75831368270207,-0.005000000000000001,-0.0018161764705882898,-149.35064935064966,22.22222222222223,22.22222222222223,
VTT,Vendetta Mining Corp.,Buy,Strong buy,Neutral,59.36927571364581,0,-0.0001764705882353005,103.70370370370361,33.333333333333336,11.111111111111072,
ANON,Anonymous Intelligence Company,Sell,Strong sell,Neutral,43.276499888735486,0.010000000000000009,-0.04286764705882354,-99.0745781164948,37.96296296296298,31.10786224821314,
FNDX,"FendX Technologies, Inc.",Strong sell,Strong sell,Sell,43.18525193421194,-0.15000000000000002,-0.011161764705882593,-100.64190738193489,34.72222222222225,24.669312169312196,
NXT,"NextGen Digital Platforms, Inc.",Neutral,Buy,Neutral,51.643838189541285,0.010000000000000009,0.011338235294117815,32.19696969697113,57.57575757575759,58.04195804195806,
MINK,Mink Ventures Corp.,Sell,Sell,Sell,44.16213065146405,-0.01999999999999999,0.06523529411764706,-22.48556669705256,21.315192743764175,34.41043083900227,
MKR,Melkior Resources Inc.,Sell,Strong sell,Neutral,42.24204619734288,-0.020000000000000004,-0.013411764705882567,-131.88142770719926,22.03703703703704,15.723104056437398,
KGS,Kingman Minerals Ltd.,Buy,Strong buy,Neutral,53.317796318056274,-0.0050000000000000044,0.013617647058823484,22.18614718614743,74.99999999999999,88.88888888888887,
HELI,First Helium Inc.,Sell,Strong sell,Neutral,43.978265822353315,-0.0049999999999999975,-0.003058823529411746,-23.688663282571465,33.33333333333333,22.222222222222218,Marubozu Black
OWLI,"One World Lithium, Inc.",Strong buy,Strong buy,Buy,60.08481002623901,0.005000000000000001,0.0008382352941176535,174.35897435897635,66.66666666666667,55.555555555555564,Marubozu White
APP,Global Compliance Applications Corp,Buy,Strong buy,Neutral,57.42990647092266,0,0.004367647058823535,78.78787878787904,33.333333333333336,33.333333333333336,
EOM,Eco Oro Minerals Corp.,Strong buy,Strong buy,Neutral,59.71078367751042,-0.0049999999999999975,0.008176470588235299,76.85433422698831,44.44444444444445,40.74074074074073,
TELO,Telo Genomics Corp.,Buy,Buy,Buy,57.920377849289,0.010000000000000002,0.0018970588235299596,163.29966329966214,100,100,
ENI.UN,Energy Income Fund Trust Units,Buy,Strong buy,Neutral,56.7591376241029,0,0.1389705882352943,55.90941259731096,100,100,
CFF,Conifex Timber Inc.,Buy,Buy,Buy,53.73797077617576,0.015,-0.007220588235293951,24.80620155038756,83.33333333333333,65.47619047619048,Marubozu White
BEA,Belmont Resources Inc.,Sell,Sell,Sell,48.80270743272013,0,-0.0020441176470587658,-65.35947712418275,33.333333333333336,16.666666666666636,
NNX,Nickel North Exploration Corp.,Buy,Strong buy,Neutral,55.64222292093516,0.0050000000000000044,0.0031176470588235305,5.714285714285958,60,54.497354497354536,
SUN,Stardust Solar Energy Inc.,Sell,Strong sell,Neutral,42.556962942530056,-0.015,-0.011985294117647038,-141.7691857059167,17.777777777777732,14.444444444444388,
WIFI,"American Aires, Inc.",Buy,Buy,Buy,53.605679262585575,0,0.004705882352941455,33.09692671394984,66.66666666666669,62.96296296296298,Marubozu White
NXS,Nexus Gold Corp.,Neutral,Neutral,Buy,48.59259035468631,-0.08000000000000002,0.008426470588235313,-136.5079365079364,3.5087719298245656,1.169590643274856,
MYID,Reklaim Ltd,Sell,Strong sell,Buy,19.561229415210846,0,-0.007573529411764868,-54.154995331466665,50.00000000000001,48.14814814814815,
RMES,Red Metal Resources Ltd.,Buy,Strong buy,Neutral,70.21195086799594,0.045,0.04632352941176472,109.7906055461233,75.00000000000001,79.70085470085473,
TCF,Trillion Energy International Inc,Strong buy,Strong buy,Buy,72.43547603685397,0.005000000000000001,0.0009264705882352751,290.0763358778629,66.66666666666664,55.555555555555536,
ELEM,Element79 Gold Corp.,Buy,Buy,Buy,55.85673951006828,0,-0.0006323529411764901,166.666666666663,66.66666666666667,61.11111111111111,
SCYB,"Scryb, Inc.",Strong buy,Strong buy,Buy,56.30878105204481,0.009999999999999995,-0.003852941176470559,58.30164765525964,55.55555555555554,25.92592592592591,
DCSI,"Direct Communication Solutions, Inc.",Sell,Strong sell,Neutral,46.22774370315963,-0.31999999999999984,-0.0009705882352943895,-85.32921280796636,6.201550387596936,5.167958656330786,
VIS,Visionstate Corp.,Neutral,Sell,Neutral,49.99438435362318,0.005000000000000001,-0.00007352941176469452,11.904761904761846,50,50.00000000000002,
TNJ,Boba Mint Holdings Ltd,Buy,Buy,Buy,53.80657502201533,0.0050000000000000044,-0.004338235294117705,116.01307189542517,41.66666666666667,33.33333333333335,
DFSC,DEFSEC Technologies Inc.,Sell,Strong sell,Buy,45.29447850133045,0.2400000000000002,-0.11932352941114832,-31.811045122527688,32.936507936507944,34.12698412698413,
CLV,Canoe Mining Ventures Corp.,Neutral,Neutral,Neutral,47.274939564819576,-0.03999999999999998,-0.007926470588235368,-65.591057682168,13.888888888888877,8.888888888888886,
NATO,North Atlantic Titanium Corp,Neutral,Neutral,Buy,45.32081008619099,-0.020000000000000004,-0.008411764705882382,-140.07490636704122,31.54761904761905,35.31746031746031,Marubozu White
QPT,Quest PharmaTech Inc.,Strong sell,Strong sell,Sell,43.33939627632514,-0.0050000000000000044,-0.005044117647058831,-123.18840579710121,16.66666666666668,11.111111111111134,
SMP,Southern Empire Resources Corp,Neutral,Neutral,Neutral,48.64419553731093,-0.01999999999999999,0.0006470588235294172,-41.6210295728366,27.77777777777781,38.88888888888893,
GVR,Grosvenor Resource Corporation,Strong buy,Strong buy,Buy,77.49685970498052,0.039999999999999994,0.04851470588235279,101.78710178710182,99.99999999999999,97.77777777777779,Marubozu White
CDN,CDN Maverick Capital Corp,Buy,Strong buy,Neutral,53.54259726233231,0,-0.0023529411764704466,69.73129025094383,82.22222222222224,64.25925925925925,
EONE,Element One Hydrogen and Critical Minerals Corp,Buy,Strong buy,Buy,52.89247389769506,0.014999999999999986,-0.013779411764705984,111.11111111111083,83.21678321678321,72.18337218337219,
ADDY,Adelayde Exploration Inc.,Sell,Strong sell,Neutral,39.32710432053488,-0.015,-0.017794117647058766,-71.95767195767196,6.666666666666675,2.2222222222222254,
MLO,Metalero Mining Corp,Buy,Strong buy,Buy,68.77996875769652,0.03,0.03219117647058817,150.53763440860214,76.19047619047616,80.86419753086416,"Kicking Bullish, Marubozu White"
GRUN,Gold Runner Exploration Inc.,Buy,Buy,Neutral,50.27402005070572,-0.050000000000000044,0.1096764705882356,-127.03252032520305,18.84057971014487,22.378210764154684,Marubozu Black
LUXX,Luxxfolio Holdings Inc,Strong sell,Strong sell,Sell,37.537779442432026,-0.010000000000000009,-0.0472941176470589,-73.451415991194,19.188596491228072,20.71039340776183,Marubozu Black
EMR,Emergent Metals Corp,Buy,Buy,Neutral,55.0172390027764,-0.009999999999999995,0.014000000000000054,-75.50644567219143,14.28571428571432,19.047619047619104,
NARA,"PanGenomic Health, Inc. Class A",Strong sell,Strong sell,Neutral,35.983898836439096,-0.15000000000000002,-0.12279411764705922,-286.80851063829766,23.897849462365585,24.417173133863184,
YAY,THS Maple Holdings Ltd,Strong sell,Strong sell,Sell,40.35070478972464,-0.015,-0.0028970588235294192,-92.89617486338753,16.66666666666667,38.88888888888891,Marubozu Black
MYR,Meryllion Resources Corp.,Buy,Buy,Neutral,49.73750565532749,0,-0.008500000000000008,-9.777777777777585,11.111111111111112,3.7037037037037046,"Gravestone Doji, Long Upper Shadow"
KGC,Kestrel Gold Inc.,Neutral,Sell,Neutral,50.63254073432681,0,-0.001632352941176557,20.83333333333207,66.66666666666664,49.999999999999964,
BOCA,Bocana Resources Corp,Sell,Strong sell,Neutral,36.0971780602693,-0.02500000000000001,-0.03780882352941173,-117.81609195402284,18.51851851851851,21.462488129154753,Marubozu Black
IAI,Infinitii ai Inc,Sell,Strong sell,Neutral,49.23804579885417,0,-0.0030147058823529263,-60.60606060606104,33.33333333333335,27.77777777777779,"Dragonfly Doji, Long Lower Shadow"
MINE,Inomin Mines Inc,Strong buy,Strong buy,Buy,56.89119200922048,0.010000000000000009,0.008235294117647118,40.85700049825623,74.44444444444447,63.650793650793695,Marubozu White
KNR,Kontrol Technologies Corp.,Strong sell,Strong sell,Neutral,46.48946910941332,-0.0050000000000000044,-0.003279411764706086,-88.28006088280395,49.999999999999964,49.99999999999997,
GCN,Goldcliff Resource Corporation,Sell,Strong sell,Neutral,42.1989822498765,0,-0.004485294117647087,-142.01183431952663,22.222222222222218,31.48148148148149,
BOOM,Galloper Gold Corp,Strong buy,Strong buy,Buy,57.654392429371946,0.009999999999999995,0.010573529411764704,109.5162147793722,66.66666666666669,62.96296296296299,
FMR,Future Mineral Resources Inc.,Sell,Strong sell,Neutral,45.89476326187635,0.0050000000000000044,-0.03772058823529434,-67.43683666760586,31.57894736842105,29.638490164805955,"Hammer, Long Lower Shadow"
ARM,Armada Mercantile Ltd.,Strong sell,Strong sell,Sell,42.23904420229059,-0.04500000000000001,-0.035720588235294004,-121.05711849957386,19.51219512195122,17.399763741227158,Marubozu Black
ASHL,Ashley Gold Corp.,Sell,Sell,Neutral,46.54423987679347,0,-0.003970588235294101,-70.51282051282016,49.999999999999936,47.22222222222217,
AAB,Aberdeen International Inc.,Buy,Strong buy,Neutral,51.569187696149456,0.0049999999999999975,0.00021323529411762868,-10.10101010100947,49.99999999999997,38.88888888888885,
OMGA,"Omega Pacific Resources, Inc.",Sell,Strong sell,Buy,37.266327846687496,-0.07999999999999999,-0.03694117647058828,-121.73579109062995,10.97308488612836,8.856682769726214,
KIB,"Kiboko Gold, Inc.",Sell,Sell,Sell,48.731892848257466,-0.12,0.08083823529411766,-9.19907249021168,44.88636363636363,54.78535353535353,Marubozu Black
AMZ,Azucar Minerals Ltd.,Neutral,Sell,Neutral,47.5332772288914,-0.0050000000000000044,0.0026617647058823773,-117.28395061728399,22.22222222222224,17.7777777777778,
ODX.H,Odyssey Resources Limited,Strong buy,Strong buy,Buy,53.38577013803866,0.009999999999999995,0.0004117647058824031,44.60966542750932,54.166666666666664,47.22222222222223,
AIC,AlphaGen Intelligence Corp.,Neutral,Buy,Neutral,51.182137460371834,-0.09499999999999997,0.05133823529411741,-32.06273575540988,8.340820604971539,16.71824564906325,
TRG,Tarachi Gold Corp.,Sell,Strong sell,Sell,38.001725533408525,-0.025,-0.001426470588235286,-181.56326673676824,10.227272727272743,8.838383838383843,Marubozu Black
AETH,Aether Global Innovations Corp.,Sell,Strong sell,Neutral,34.430476424989564,-0.02999999999999997,-0.21442647058823555,-106.37663885578078,10.674310674310684,4.759304759304764,"Gravestone Doji, Long Upper Shadow"
NL,Northern Lion Gold Corp.,Strong buy,Strong buy,Buy,58.54363345765066,0.13999999999999999,0.1205147058823528,111.96712891628137,67.52136752136751,74.35897435897436,
GPK,Grand Peak Capital Corp.,Strong sell,Strong sell,Sell,40.384913172379605,-0.07,-0.11617647058823513,-145.21541950113374,15.740740740740742,33.95061728395062,
STRM,Storm Exploration Inc,Buy,Strong buy,Neutral,53.502235266448885,-0.01999999999999999,-0.009852941176470703,100.29498525073826,26.666666666666654,16.363636363636346,
IZZ,International Prospect Ventures Ltd,Strong buy,Strong buy,Buy,60.9357532806497,0,0.00420588235294117,143.51851851851856,78.33333333333333,56.66666666666668,
CNT,Century Global Commodities Corporation,Sell,Strong sell,Neutral,44.182027693708285,-0.0049999999999999975,-0.005897058823529443,-63.92694063926974,33.333333333333314,33.333333333333314,
SASQ,Sasquatch Resources Corp.,Buy,Strong buy,Neutral,58.7014196273681,-0.010000000000000009,-0.0035735294117647115,23.809523809523313,33.333333333333364,25.66137566137569,
TERA,Terra Balcanica Resources Corp.,Sell,Strong sell,Buy,41.640595180921586,0.0050000000000000044,-0.023941176470588285,-48.655569782330495,27.77777777777781,29.629629629629665,
STK,"Silverstock Metals, Inc.",Sell,Strong sell,Neutral,43.532871476989996,-0.065,-0.03616176470588228,-93.6686903729401,1.449275362318841,5.893719806763269,Marubozu Black
QCA,Quinsam Capital Corp.,Buy,Buy,Neutral,52.50311094676902,0,-0.003705882352941142,39.54802259886941,16.666666666666675,5.555555555555556,
WBGD,Waraba Gold Limited,Buy,Strong buy,Neutral,57.99536270421464,0.010000000000000009,0.17689705882352919,37.72928801182298,40.13605442176871,43.62732227393881,Marubozu White
JTWO,J2 Metals Incorporation,Sell,Sell,Neutral,47.495990744969916,-0.05499999999999999,-0.022294117647058853,-111.94653299916439,41.2125902992776,39.28333906662079,Bullish Harami
MET,Metalore Resources Limited,Sell,Strong sell,Neutral,47.081370431440355,0.13000000000000034,0.3634117647058819,6.172839506173094,76.66666666666666,90.986700986701,Marubozu Black
GMR,Gelum Resources Ltd.,Buy,Strong buy,Neutral,59.30780314104852,0.010000000000000009,0.07482352941176479,65.62604900973456,70.23809523809526,65.35273368606704,
WSR,"Western Star Resources, Inc.",Buy,Strong buy,Neutral,70.12179544355966,0.07,0.07048529411764695,184.92618492618513,80.00000000000001,86.66666666666669,
ACS,Archon Minerals Limited,Sell,Strong sell,Sell,41.42688719023008,-0.009999999999999995,-0.029764705882352915,-124.90055688146386,-7.105427357601002e-15,5.128205128205124,
LCR,Lancaster Resources Inc,Buy,Strong buy,Buy,57.449955333327054,0.0050000000000000044,-0.005132352941176546,91.50326797385603,44.44444444444446,22.222222222222232,Marubozu White
GCP,Golcap Resources Corp.,Strong sell,Strong sell,Sell,41.207558195665534,-0.10500000000000001,-0.04632352941176479,-184.8013816925735,40.74074074074074,60.905349794238695,
ISP,Inspiration Energy Corp,Neutral,Buy,Neutral,52.78493162570526,0.01999999999999999,0.034735294117647184,25.500910746812483,76.92307692307692,87.17948717948717,Marubozu Black
AFF,Affinity Metals Corp,Buy,Strong buy,Neutral,59.09031009425623,0.010000000000000009,0.01904411764705881,107.94780545670226,94.44444444444446,85.18518518518519,
RTH,Rathdowney Resources Ltd.,Buy,Buy,Neutral,50.467865286534426,0,-0.000367647058823542,39.21568627450946,100.00000000000001,100.00000000000001,
VERT,Vertical Exploration Inc.,Sell,Strong sell,Neutral,35.144961368483166,-0.0050000000000000044,-0.009764705882352911,-115.28822055137847,-4.736951571734001e-15,11.111111111111116,
COO,Ostrom Climate Solutions Inc,Neutral,Sell,Neutral,49.66750847422198,0.0049999999999999975,-0.0015441176470588486,5.012531328321215,50,47.22222222222223,
CZ.H,Cassius Ventures Ltd.,Strong buy,Strong buy,Buy,73.56944637914498,0.16999999999999998,0.046647058823529486,372.5866257511829,100.00000000000004,93.46859903381646,Marubozu White
LORD,St. James Gold Corp,Sell,Strong sell,Neutral,46.85363527157375,-0.0050000000000000044,-0.007441176470588312,1.6963528413908238,38.88888888888888,54.32098765432099,
ZONE,"Zonetail, Inc.",Sell,Strong sell,Neutral,43.05107358941755,0,-0.00253676470588236,-55.555555555555685,0,5.684341886080802e-14,
OLV,Olivut Resources Ltd.,Buy,Strong buy,Buy,56.84753816821269,0.0049999999999999975,0.00786764705882357,100.69444444444423,77.77777777777779,72.22222222222224,
CBLT,CBLT Inc,Buy,Strong buy,Buy,55.874051830371315,0.010000000000000002,0.003455882352941142,55.18269947800119,57.14285714285713,57.14285714285712,
NLR,Northern Lights Resources Corp,Sell,Strong sell,Sell,41.14741948609602,-0.009999999999999995,-0.017250000000000043,-126.8656716417909,25.000000000000018,30.555555555555568,"Dragonfly Doji, Long Lower Shadow"
RUM,Rocky Mountain Liquor Inc.,Sell,Strong sell,Neutral,44.45874303899022,-0.010000000000000009,0.0018970588235295016,-104.40251572326959,11.111111111111128,18.518518518518537,
SPD,Silver Predator Corp,Sell,Sell,Sell,42.11639261501664,-0.024999999999999994,0.00014705882352927802,-127.45098039215726,5.128205128205129,8.205128205128192,
KOVO,Kovo+ Holdings Inc,Strong sell,Strong sell,Sell,44.86320115679433,-0.0049999999999999975,-0.008485294117647074,-59.07172995780574,50,44.44444444444445,
BEM,Brasnova Energy Materials Inc.,Sell,Strong sell,Sell,45.297460648086464,-0.03,-0.004220588235294254,-66.61161574456368,4.7619047619047645,9.523809523809533,
HDRO,Primary Hydrogen Corp.,Sell,Strong sell,Neutral,36.36251203724374,-0.10999999999999999,-0.16608823529412198,-203.56234096692137,25.614035087719298,23.871345029239762,"Dragonfly Doji, Long Lower Shadow"
SKY,Skycap Investment Holdings Inc.,Neutral,Neutral,Neutral,51.21494984683853,0,0.00005882352941178129,24.691358024691205,83.33333333333336,55.55555555555558,
MCM.A,"Matachewan Consolidated Mines, Limited",Sell,Sell,Neutral,39.33525833122925,0.04999999999999999,-0.20176470588235262,15.579255541614652,56.5217391304348,42.99516908212562,"Dragonfly Doji, Long Lower Shadow"
HPL,Horizon Petroleum Ltd.,Buy,Buy,Neutral,52.007368715507546,0,0.003058823529411725,57.649667405765,74.99999999999999,66.66666666666667,Marubozu White
CAI,Capitan Investment Ltd.,Sell,Strong sell,Neutral,49.392100339348005,0.004999999999999999,0.0018529411764705798,-2.6143790849676236,66.66666666666667,66.66666666666664,
HAY,Hayasa Metals Inc.,Strong sell,Strong sell,Sell,32.77676056950219,-0.015,-0.007499999999999868,-136.51591289782235,2.3684757858670005e-15,2.222222222222228,Marubozu Black
GRD,Grounded Lithium Corp,Sell,Strong sell,Neutral,38.48904424833828,0,-0.018249999999999794,-77.47035573122527,13.888888888888888,13.888888888888877,
JTC,JEMTEC Inc.,Buy,Strong buy,Buy,63.4608786131421,0.3400000000000001,0.25082352941176533,73.49355625217709,91.22807017543862,92.69005847953217,
SPI,Canadian Spirit Resources Inc.,Neutral,Neutral,Neutral,50.22804081943836,0,0.0002941176470588804,-4.866180048658217,50,49.99999999999999,
MMM,Minco Capital Corporation,Buy,Strong buy,Neutral,53.60973698888677,-0.009999999999999995,-0.0018676470588235156,-42.735042735042796,18.09523809523808,7.6190476190476,
AWM,Angel Wing Metals Inc,Strong sell,Strong sell,Neutral,46.341888907777125,-0.0049999999999999975,-0.002014705882352974,-77.1929824561401,36.11111111111109,34.259259259259245,
WKG,WestKam Gold Corp.,Strong buy,Strong buy,Buy,64.72360318414619,0.05000000000000002,0.060205882352941206,142.10646561571858,55.350877192982445,58.5916179337232,
NVI,Novra Technologies Inc.,Buy,Strong buy,Neutral,64.29899946261997,0.024999999999999994,0.0447647058823529,87.95602198900569,79.16666666666667,83.33333333333334,
SLO,Starlo Ventures Ltd.,Neutral,Sell,Neutral,50.480680945821916,0.04999999999999999,0.11408823529411766,-31.811185223191384,16.326530612244902,26.75736961451248,
VKG.H,Norse Gold Corp,Strong buy,Strong buy,Buy,64.85122768016737,0.04000000000000001,0.026602941176470572,120.42124542124544,83.33333333333333,75.92592592592594,"Dragonfly Doji, Long Lower Shadow"
DIGI,Digital Commodities Inc,Strong sell,Strong sell,Sell,42.01022685364974,-0.0049999999999999975,-0.0030294117647059124,-105.26315789473674,44.44444444444445,48.148148148148124,
