Symbol,Description,"Gross margin %, Trailing 12 months","Operating margin %, Trailing 12 months","Pretax margin %, Trailing 12 months","Net margin %, Trailing 12 months","Free cash flow margin %, Trailing 12 months","Return on assets %, Trailing 12 months","Return on equity %, Trailing 12 months","Return on invested capital %, Trailing 12 months","Research & development ratio, Trailing 12 months","Selling, general & admin expenses ratio, Trailing 12 months"
RY,Royal Bank of Canada,,17.843388016699,18.7996119245017,14.9658963956018,14.289704239430822,0.905664472706861,15.2993639666242,9.90687672112643,,
TD,Toronto-Dominion Bank,,19.6264924169087,19.0730880929332,16.568247821878,-3.354307841239109,0.988280707714465,16.9046080654521,11.2989563676975,,
AEM,Agnico Eagle Mines Limited,56.3552960201827,53.4222536245704,56.6011628932955,37.4484416750331,36.778941850642106,13.7762477721325,19.4916726548081,18.8840081607853,,1.9834534192450202
ENB,Enbridge Inc.,32.7402298850575,17.4360153256705,15.0084291187739,11.4804597701149,6.096551724137931,3.42486421243211,11.6834200244867,4.65373444950068,,15.304214559386972
BMO,Bank of Montreal,,14.2479567878267,14.5943726665042,11.1738366200074,48.314750901322796,0.603440421084869,10.1090533426968,7.03569957102348,,
BNS,Bank of Nova Scotia,,12.3891233653913,13.7009617380475,10.7479416038193,14.034456514218501,0.540864443019997,9.17895234437321,6.28352304443851,,
CM,Canadian Imperial Bank of Commerce,,16.9584191826603,17.5570661431886,13.6747838219309,18.856568081896203,0.780852304598172,13.7208620914182,8.08700073875793,,
CNQ,Canadian Natural Resources Limited,25.2323865254654,23.3603479972036,20.6597446984801,17.231557960695,21.4054529918956,8.28406049667019,16.5633788795142,12.3626501212116,,1.8720385282618264
ABX,Barrick Mining Corporation,48.1608857393733,46.8449360705387,49.5164054998484,29.5502208414952,24.4854550710879,9.98742106404111,19.4877856150853,16.4572092739321,,1.315949668834545
CP,Canadian Pacific Kansas City Limited,40.3236503515055,37.6177211831808,36.3576071096962,27.463854622629,14.385196975726226,4.75029682185527,8.83234331175549,6.19099233788077,,2.7059291683247113
WPM,Wheaton Precious Metals Corp,68.5076679264467,64.0669907540971,63.9659168511553,54.6185065872233,37.789056944031486,12.8871949634495,13.2723352087038,13.2612940574532,,4.440677172349677
CNR,Canadian National Railway Company,44.8682385575589,38.0663430420712,36.1997226074896,27.2769301895516,19.596625057790106,8.16453616093823,22.14974541871,11.3317168031114,,6.801895515487749
SU,Suncor Energy Inc.,43.4346119244295,16.3470188926147,16.250920094872,12.1002698944958,14.159237752514924,6.5866430713924,13.2042214239497,10.2029205385928,,27.087593031814837
TRP,TC Energy Corporation,49.9769509384261,44.1751728679618,35.8511689166941,24.5702996378005,13.704313467237405,3.14860291821734,13.5952046932789,4.41058256099868,,
MFC,Manulife Financial Corporation,,14.1854784504664,11.6296988475221,9.13457597665536,52.63201036082559,0.556018183351287,11.0235130028785,8.6934814491216,,
IMO,Imperial Oil Limited,12.1997653465566,9.13156088814115,9.43483939521395,7.23440993513825,10.411086268346136,7.66713198118409,14.2935246134669,12.1059455454714,,3.0682044584154253
L,Loblaw Companies Limited,31.9762470308789,7.00395882818686,5.52810768012668,3.92715756136184,5.6943784639746635,6.13679105216272,21.8829965587223,8.90244996859015,,24.972288202692003
ATD,Alimentation Couche-Tard Inc.,15.4068299928422,5.27544976549288,4.57219521974814,3.58663644956054,3.9996544759133528,6.69785167444443,17.7384823663138,9.36630626054802,0,10.13138022734933
CCO,Cameco Corporation,26.7269071518608,16.6831469761193,16.108121552023,16.9324625143563,29.373483062425382,5.83500166689026,8.88742333808423,7.71753050595321,1.1047599135307888,8.939000262210675
NA,National Bank of Canada,,16.0040841869504,16.88350186094,13.2307894996871,12.59510556305787,0.773135606676643,13.5437212360289,5.8471615720524,,
FNV,Franco-Nevada Corporation,71.9743034651036,69.063921826749,75.6558141757339,59.4767080763659,-55.66124205449828,13.5418904858337,14.409982447583,14.3955227414287,,2.910381638354541
CVE,Cenovus Energy Inc.,10.4555698647778,8.82163554410818,8.90212491951063,7.90808113329041,6.857694784288474,6.55202020623025,12.8063086548488,9.23358864715004,,1.6339343206696715
GWO,Great-West Lifeco Inc.,,11.4032412208463,9.54675776245959,8.37755952744057,5.506415339880844,0.494897570016895,14.610447178978,10.5124835742444,,
WCN,"Waste Connections, Inc.",29.3552317745554,18.6709187255734,14.9683073813189,11.3660624362293,12.886808333807927,5.18774410038434,13.2981025479515,6.38924853104608,,9.887131563515677
K,Kinross Gold Corporation,47.4081750033497,43.3773590005052,45.2460891173962,33.8493714004509,35.750129046333676,20.4193208908766,30.8212051613992,27.24937902494,,2.7027079700848478
FFH,Fairfax Financial Holdings Limited,,14.0323493830031,12.2409451251727,10.3905957969367,,4.64151486817891,18.7687559026341,12.2814786564263,,
CSU,Constellation Software Inc.,25.4499877118288,16.033231201446,10.6926828434458,5.96906502001702,22.17978306010729,4.85690073665039,22.1046962856156,9.69222011771268,,9.416756510382783
DOL,Dollarama Inc.,39.6547531316468,24.7880457685548,22.2033063595153,18.5895774986196,21.08716307303966,18.8978812610975,102.252566023959,23.1584900375247,,14.866707363091944
TRI,Thomson Reuters Corporation,26.6139360034502,26.61393600345,25.8749790619208,19.8483970038703,26.961233119581358,8.11940747034902,12.3507232346877,10.8176616356989,,
SLF,Sun Life Financial Inc.,,12.7064439140811,11.4510739856802,8.47494033412888,32.48926014319809,0.923325740792745,14.1787618039889,8.30157802454705,,
NTR,Nutrien Ltd.,31.0157477628622,13.6483067260576,11.1410171387991,8.38019596860983,7.4616505946539275,4.29645086818262,9.00034377600482,6.40360190628566,,15.54159137611823
IFC,Intact Financial Corporation,,16.2524406790879,14.0318363834927,11.1361154317106,13.009233213091967,5.49863555403043,17.26349271496,13.6204488878995,,
CLS,Celestica Inc.,11.7885114385962,8.65474578347998,7.90502904040062,6.69095663517835,3.7012340511753443,12.5154253297002,40.162601947288,29.3029082394406,0.9511867259297502,2.021001631763368
POW,Power Corporation of Canada,,12.0011370096646,9.66079211673299,5.96740572294865,10.045480386583286,0.362074090086195,13.2372104754298,7.09226247452168,,
TECK.A,Teck Resources Limited Class A,22.0156191892897,16.7813313499442,15.4239494235775,13.0252882112309,-9.464484938638899,3.03007364311745,5.47554374377113,4.02730865971973,0.32539977686872446,3.1424321309036816
QSP.UN,Restaurant Brands International LP,48.1842390479742,27.150596627405,17.8214788392337,12.2584009883567,15.368236028664818,4.57903751761087,23.0195523633433,5.62082029899495,,21.03364242056904
FTS,Fortis Inc.,28.6935086277732,28.6935086277732,19.3426458504519,14.7822514379622,-15.447822514379622,2.37425928125536,7.55596623125709,3.26062330647865,,
WN,George Weston Limited,33.0117798378116,8.86860226185434,6.13304471946418,2.39361284959139,4.242937587250796,2.9913357117654,26.3648928818245,5.92276343877353,,24.14317757595721
PAAS,Pan American Silver Corp.,37.6362238715906,32.2503067690942,32.0723941526019,27.0188040760064,29.383414752522587,11.5194287033801,16.701050276089,14.7403962007106,,3.2045526723150606
PPL,Pembina Pipeline Corporation,38.0661577608143,32.8880407124682,27.264631043257,22.6081424936387,32.150127226463106,5.01573591882242,10.4455678344698,6.07552524061063,,5.1781170483460555
H,Hydro One Limited,24.7538989049884,24.7538989049884,17.3432142462117,14.8103085941821,-3.041698927109833,3.50739329168468,10.8258883453935,4.52151009657594,,
LUN,Lundin Mining Corporation,27.4206595324019,25.7113327585527,30.6615845397304,27.9754795599191,16.192201420044128,9.81385597536599,18.9481329761931,16.1958811313039,,1.7093267738492413
BCE,BCE Inc.,,37.436651953572,31.5064574137649,26.2547000163479,,,,,,
FM,First Quantum Minerals Ltd.,26.8307475656111,25.0743046647837,10.4814545265374,-0.53747409641095,8.690734906622875,-0.11352995303472,-0.247293764646695,-0.155877017563966,,3.1691772137311767
WSP,WSP Global Inc,16.2656528034129,9.39610296311851,6.36832856242885,4.83482355021607,9.240818311431381,4.57768034197873,11.2087630516943,7.18296908096747,,6.869549840294432
T,TELUS Corporation,15.3297945542121,15.3297945542121,5.90779514400865,5.47036272485992,11.555096824928732,1.89227787412017,7.09030100334448,2.63619137849361,,
RCI.A,Rogers Communications Inc. Class A,23.1116433308769,23.1116433308769,35.2063375092115,31.9362564480472,10.832719233603537,8.59109296692541,39.9780910375047,12.2314341153643,,
AGI,Alamos Gold Inc.,53.1788596734493,47.9300792860671,59.9316622288048,48.7214356470025,14.756864516715984,14.9694430584682,21.8589923417241,20.6132247533595,,5.248780387382233
BBD.A,Bombardier Inc. Class A,16.4446419076204,11.9645135676231,8.81577958985646,10.1949954375578,11.235052236583416,7.37755188466467,,24.9102070708844,0.17610451912184702,4.304023820875422
RBA,"RB Global, Inc.",37.6399553797387,19.3896357536575,11.6787926877164,9.32701374457217,15.663532000377895,3.559143486773,7.56943296922925,4.34411142028927,,18.250319626081254
LUG,Lundin Gold Inc.,65.4276205821351,61.8128607465402,63.0003109419387,44.417092133398,53.23123962074937,47.5742872340525,61.0796958179431,61.0796958179431,,3.6147598355949264
MG,Magna International Inc.,10.2965878149978,5.00869094294827,3.10042055095364,1.9640456272165,4.251220373349817,2.62912025656698,6.84322417971232,4.54683151034032,,5.287896872049499
TOU,Tourmaline Oil Corp.,27.3207327832196,22.8463442944664,30.6352867210029,23.2975912981377,4.2865652307379625,6.0247017869934,8.68873231632932,8.05718959941244,,4.474388488753284
IVN,Ivanhoe Mines Ltd. Class A,-7.24740081460722,-9.50806987621984,15.7440783041102,59.9226798351473,-111.0105581458876,3.9450729224654,4.83275485914928,4.36003112672549,,2.2606690616125507
GIB.A,CGI Inc. Class A,16.8116476754008,16.8116476754008,13.8853889380106,10.2537532435181,14.46617543873073,9.02183143990993,16.7810184447185,12.6141814452919,,
EDV,Endeavour Mining PLC,45.3261690803126,41.1576664509391,29.9511756591697,12.5924414698051,22.988560283361863,8.85641882354525,16.6515891021997,12.9806960865436,,3.86065601951867
EMA,Emera Incorporated,25.4617577786042,19.6851369778108,13.5490268997149,14.5655138217429,-14.999380190901201,2.81514668711142,9.07405977295544,3.85960878348416,,
GFL,GFL Environmental Inc,20.6668782780876,6.04452908901283,4.01910548829335,3.95713357215194,5.767922731601143,1.24468998043583,3.6663585693079,1.66303526168349,,14.622349189074804
MRU,Metro Inc.,17.1315962733479,6.57440226557356,5.88354663275521,4.43599664493087,5.125950377445277,6.7086768827874,13.9176570458404,8.61274181474331,,10.446711220541681
BNT,Brookfield Wealth Solutions Ltd. Class A,,11.3529114955467,8.08869787270671,6.26195352443006,,0.535111372111164,4.88211085569134,3.6516298746397,,
AG,First Majestic Silver Corp.,34.780384402211,27.7948889846298,31.3598605684622,13.0504417265818,27.50453044432292,4.93555573817679,7.99897641208909,7.10122574099322,,6.9854954175812
GIL,Gildan Activewear Inc.,31.4219875959771,21.625192872525,16.8760996020565,14.1256923377026,10.799805566517152,12.3786904688529,31.6806557966338,16.8966015776054,,9.796794723452013
IMG,IAMGOLD Corporation,41.1804127762059,38.8549713590148,33.9423584548673,23.2413263280679,26.61934578998444,10.8798045360159,17.5425348857288,14.0574167775803,,2.0395020037601026
SAP,Saputo Inc.,15.7268467330069,5.84425841099352,4.60169536144895,3.39072289790976,5.712630969304481,4.73703567488047,9.41038942061811,6.76506119018856,,9.882588322013373
WCP,Whitecap Resources Inc.,34.2308032946595,24.3866796563635,27.6990523425737,20.175360906917,14.57355415817908,6.31411911039661,11.0156736401168,8.57378090376609,,9.844123638295986
TIH,Toromont Industries Ltd.,24.9172326559529,13.0381943543494,13.0974889276754,9.54452349746878,8.803985210376569,9.60624969350924,15.901213726535,13.0371614206759,,11.87903830160353
ATRL,Atkinsrealis Group Inc.,7.1937025784525,5.32221167713325,27.460459150232,24.4741492670332,1.879450986932303,22.2947058150494,56.7879025932505,42.4509787504264,,1.8714909013192635
IGM,IGM Financial Inc.,59.6738242400892,38.0052441774699,32.7562296276455,30.7832602365751,27.566797836343415,5.11074436084327,13.1498153907931,7.53013387254238,,
CCL.A,CCL Industries Inc. Class A,29.935132432468,15.0629596978987,14.0445520453678,10.672227997,10.994592176418731,8.00971712692997,15.1608893541061,10.357487182434,,14.872172734569283
ATZ,"Aritzia, Inc.",43.939765758333,13.4207099843993,13.8970566892746,10.1801626679872,14.904400819643532,12.4992215435002,30.205151804332,17.2415976260403,0,30.519055773933662
ARX,ARC Resources Ltd.,31.6457362937604,28.7555343417219,26.8923745412051,20.9868821699557,20.682390506443703,8.71487837717769,15.7301291619891,11.6669640365445,,2.8902019520384483
IAG,iA Financial Corporation Inc.,,12.2582814864638,11.1652934252564,9.21473011602489,26.996805111821086,0.942110895736003,13.932498569885,10.2968808718527,,
STN,Stantec Inc,39.1567245458756,9.3666670839645,7.93700471963845,6.052905018841,10.07649069217191,6.4210680088713,16.2163975113615,9.42109467859161,,29.79005746191114
ALA,AltaGas Ltd.,23.3754801536492,9.01888604353393,7.12227912932138,6.14596670934699,0.18405889884763124,3.02857030187117,9.28713948848177,4.2079886033642,,14.180537772087067
EFN,Element Fleet Management Corporation,69.8560399802533,48.0737915379223,24.829176794865,19.1095410457734,-18.915301538058237,3.29160172602248,15.7083396911257,3.70332197355552,,
HBM,Hudbay Minerals Inc,29.1195812741273,25.5777344811675,41.9831931461693,26.1455364151163,8.974109595744267,9.64257992325405,19.5482702673505,15.034536325385,,5.3055026053210765
TPX.A,Molson Coors Canada Inc. Class A,36.6043623526415,14.6248408928783,12.2745378043966,9.1773733137915,8.470786577201796,,,,,21.979521459763284
TFII,TFI International Inc.,12.2060074698992,6.92299688528103,5.12743305666142,3.92817612446686,8.933562864437398,4.20883361210478,11.5205374698282,5.65176216659299,,5.283010584618231
BEP.PR.R,Brookfield Renewable Partners LP 5.5 % Cum Red Perp Pfd Partnership Units A -Series 18- Reg S,17.1193832655588,13.6524884181955,3.15563963738583,3.17263949378522,-79.25839811103617,0.209810922978691,4.59412795123319,0.55296691588738,,3.4668948473633163
NGD,New Gold Inc.,39.2420489099644,35.156010690247,23.813851926912,19.9971847037004,3.2159651208712043,11.5160714830784,22.3995986236009,16.2712085266143,,3.8350656450019684
CAE,CAE Inc.,28.3895778065684,12.87145001748,8.53024040142308,7.73027330495404,13.077097085981041,3.4004251662219,7.63931227899037,4.65240046041313,2.4903859995475766,13.027741789540789
X,TMX Group Ltd.,48.2188686993122,26.3833282003901,22.0100605687301,14.2250966704308,19.388837559456594,0.914318643456419,8.90607592767161,6.43553243697219,,
CU,Canadian Utilities Limited Class A,40.027027027027,38.6756756756757,19.1081081081081,16.5135135135135,-0.9729729729729729,2.54923230974633,8.83650300094005,3.36453744493392,,-0.7567567567567568
OGC,OceanaGold Corporation,46.5715790318979,39.3294580301065,47.6012755701069,33.22894906755,28.628062598703107,20.7707640281597,30.6741142025152,30.1389592453722,,3.8991849263810496
QBR.A,Quebecor Inc. Class A,26.5191897654584,26.5191897654584,19.5202558635394,14.6090973702914,24.131130063965887,6.41626932411447,35.3406404470234,8.77228546736799,,
FTT,Finning International Inc.,22.5933023086048,7.91130577607446,5.93119810201661,4.57158499863126,4.37996167533534,6.45161290322581,18.4973232416467,11.6660845267202,,14.68199653253034
DPM,DPM Metals Inc.,54.0289951214796,44.1842383415499,47.9775222111214,41.9758375848777,66.25802087974849,16.3931750081567,19.1109298780539,19.0332676516216,,9.844756779929655
ELD,Eldorado Gold Corporation,44.8356929010328,41.4315750932955,29.8237872753553,28.5764779150096,-10.570127203196929,8.23729949600416,12.6499128854136,10.0101123831028,,3.4041178077373715
KEY,Keyera Corp.,13.2333898779883,10.4243337856017,8.42909408411362,6.40456730302736,4.139714628000019,3.96477423250276,15.4514427773748,5.7061931204562,,2.8090560923865886
CHP.UN,Choice Properties Real Estate Investment Trust,71.7681214950506,23.3474529116524,-4.20713660868108,-4.30968785260794,37.62313544793622,-0.345006092074135,-1.29025877608661,-0.561744757845347,,
GMIN,G Mining Ventures Corp,65.631017941152,62.1767922387171,57.6375751228808,42.8944382116279,22.325182902448997,12.9967583695398,17.9473773005332,16.7604473029671,,3.454225702434984
OR,OR Royalties Inc.,83.3776606070714,72.9112884780097,91.8801993161523,74.0413610146169,75.32712785086385,13.781873847839,15.6093622497235,15.012988852314,,10.466372129061769
NXE,NexGen Energy Ltd.,,,,,,-20.5078356382224,-31.2366570351258,-31.2327632140686,,
EMP.A,Empire Co Ltd Class A,23.5145641509016,3.71971798464667,2.98463085910936,2.18185498793306,4.260911647208788,4.04945287183581,12.6558357566806,5.63847700632674,,19.794846166254946
CS,Capstone Copper Corp.,17.2440870290632,15.1509492909658,18.633393656647,14.4709849446437,2.915251276738723,4.69133249924875,9.88347351162187,6.97968267835425,,2.3657647545923575
TFPM,Triple Flag Precious Metals Corp.,67.5138623154356,59.2889101131039,69.2362285047538,61.6964987862611,23.465531348897002,12.3062894706286,12.6379686298731,12.6297219545045,,8.224952202331657
GRGD,Groupe Dynamite Inc.,55.4012574338113,26.339096291008,24.0668588400897,17.1541720266439,,,,,,29.062161142803262
CTC,"Canadian Tire Corporation, Limited",33.0446507921915,8.59918482424688,5.38445036928075,3.52793356011155,2.268395084428917,2.62948716777371,9.58486670108072,4.86520524556354,,24.445465967944592
CPX,Capital Power Corporation,-4.54696315964155,-12.1473614337869,13.6408894789247,13.707268503153,5.907733156322601,3.02265159000256,9.39918070095585,4.1532582461786,,7.60039827414537
BTO,B2Gold Corp.,49.9777827098384,46.0897388022996,31.902762904108,13.1367021741412,2.134911440652113,7.48761905140453,12.1725513414659,10.5873873974061,,3.0080813714916577
FSV,FirstService Corp,30.2050156679031,6.3491090964846,4.81880832398157,2.61714482450639,5.77962625204275,3.37562690967565,11.1804449206514,5.35202478307442,,
U.U,Sprott Physical Uranium Trust,-533.818206627055,-16985.5760718189,-16985.054870808,-16985.054870808,1523.4983228994925,-8.49723322372628,-8.61229715481439,-8.61229715481439,,
ARTG,Artemis Gold Inc,73.1974361218464,71.0241488696249,58.4349917311075,38.203909488904,13.44543282643028,16.7213758516938,43.5673378118328,26.6611799168206,,2.173287252221483
SOBO,South Bow Corp,,,,17.2363566919425,12.997047298042327,2.51150745885779,13.3265889571566,4.29180541501667,,
OLA,Orla Mining Ltd.,45.4874892968375,39.5696968101294,22.0811392666294,6.59074000865137,74.64248248844657,3.95718217428014,9.79271193646326,6.90732072052367,,5.917792486708221
OTEX,Open Text Corporation,63.9024697235691,20.7749765718766,9.95757775296858,8.41857848333949,16.90455505729565,3.17793978875771,10.4827895613698,4.06990822470453,13.75976058194005,29.36773256975231
DOO,"BRP, Inc.",21.8124458740567,6.68068786341705,3.48138067549177,3.11394284300384,7.502165037733515,3.86698315396493,45.7802837395417,7.50883787533002,5.192379067178028,9.939378943461588
DFY,Definity Financial Corp.,,11.3842246901414,10.9502331046507,7.9255581245499,7.827009816927568,4.84291223234862,11.3494809688581,9.65351677015766,,
DSV,Discovery Silver Corp,43.5890923449622,29.23910441415,22.8376096311482,16.3343722919287,26.574953106649836,11.443854056474,30.4255903218526,30.2414838769448,,8.706429620617822
CIGI,Colliers International Group Inc.,35.4353057403856,7.20023995327599,5.45353639259509,1.84081042685534,4.11243200874831,1.5799333704405,7.12812492892874,2.99954192501656,,
DSG,Descartes Systems Group Inc.,65.4609937521832,29.5297456805487,29.0564563431057,22.1014528190472,34.72907770082491,9.05747402346458,10.7146143617239,10.6834519194627,14.686872034614629,21.244376037019975
TOI,"Topicus.com, Inc.",23.0661765614322,15.3440085922157,3.32685527730807,0.0940487567778162,24.679517588915235,0.069029819857263,0.389849784948109,0.225283226272769,,7.722167969216437
ONEX,Onex Corporation,66.3044129366094,216.694013307056,215.994331345948,214.613598940399,244.27438656302076,4.96467122985763,7.15725570055482,7.1351736106952,,
WFG,West Fraser Timber Co. Ltd.,-0.478086994541123,-6.16927618017919,-21.270500149488,-17.0314738308546,-5.7068056509760865,-11.2921527144381,-14.4412554879159,-14.0730437056906,,4.869818693640536
KNT,"K92 Mining, Inc.",70.3321963105726,66.8624489934894,66.7197850418196,46.5353692450302,6.690521612756138,36.0278676527759,46.2100080151218,42.7272440366833,,3.4697473170833533
PSK,PrairieSky Royalty Ltd,68.5487243831033,59.0547887913007,56.2735257214555,42.8690924299456,65.99749058971142,6.45110534182991,7.75736476642764,7.29122207995448,,8.552906733584274
AQN,Algonquin Power & Utilities Corp.,23.8536423894568,20.9171343391188,9.14352717367362,4.13357202404523,-15.015271413591702,0.634391758516809,2.10821711522105,0.875021206514591,,
CSH.UN,Chartwell Retirement Residences,19.4272616095814,12.4737614188864,5.93114419907602,2.47019729491637,53.256946439190365,0.606098034995897,1.99160771996817,0.764277367322617,,
BYD,Boyd Group Services Inc,38.5541601427239,3.73624921906506,0.69356239948739,0.508891785162676,8.595686358030962,0.628645852975543,1.90604194672569,0.794691393526109,,34.81791092365896
NGEX,NGEx Minerals Ltd.,,,,,,-113.370452741213,-124.429234745718,-123.791789416969,,
SCR,Strathcona Resources Ltd.,27.3759264471339,25.0820902523689,19.1927010038465,13.981142696313,6.203677643306126,5.49165564988277,9.59517102615694,7.57654714846779,,2.293836194764987
ACO.X,ATCO Ltd. Class I,37.0600816643982,23.5465681508847,16.1189966945363,8.38032276881198,0.933307408127552,1.60240919061605,9.32496754651666,2.58726776120299,,11.860781644954308
TXG,Torex Gold Resources Inc.,46.0407505970138,40.7300798245396,38.8795348896643,30.8785606818194,8.432586489534302,15.5385160960719,19.7923046448456,18.8180930209788,,5.3106707724742455
AC,Air Canada,30.5337028428393,4.10334346504559,3.52672984087252,2.87859824780976,3.3389951725371,2.06334203739006,25.8686483229564,5.25649920417908,,26.43035937779367
ELF,E-L Financial Corporation Limited,,52.9804114391256,52.1773476812613,41.6636845078896,12.323862761849739,4.58150741447963,15.3675343821065,14.3565302013146,,
ARIS,Aris Mining Corp,42.4981241382224,36.863576880158,19.0517335128417,6.34538274649325,10.433372577506724,2.34882993487137,5.1247014072423,3.60992104564722,,5.634547258064522
CAR.UN,Canadian Apartment Properties Real Estate Investment Trust,59.6932917664975,56.763846420641,21.380476078472,19.639034288653,40.14814165148441,1.28336637960567,2.215486537713,1.38767396144258,,
SKE,Skeena Resources Limited,,,,,,-26.4741845417226,-131.760245470019,-100.073502706629,,
EIF,Exchange Income Corporation,24.9238464470295,11.4731870644868,6.53021452127276,4.74785737321549,-1.8590789496656885,3.01903866174274,9.87949494811017,3.85341577310277,,13.450659382542677
REI.UN,RioCan Real Estate Investment Trust,53.6304700271423,48.7331929555638,20.6605626400376,4.67517344255902,23.2592830478663,0.456392050749716,0.941789601389709,0.509853932495398,,
LNR,Linamar Corporation,14.6052006162763,8.93137857481803,4.69870525108086,2.39266318524147,8.842627103017005,2.1912662061801,4.09952031946898,3.00240237697493,,5.6738220414582425
MAU,Montage Gold Corp.,,,,,,-19.3004680531978,-48.7066196765664,-48.606831224006,,
PBH,Premium Brands Holdings Corporation,16.2608045212766,5.69038120567376,2.84657579787234,0.915613918439716,-2.4199357269503547,1.16598019068451,3.85771396889317,1.49544127960906,,10.898714539007093
TA,TransAlta Corporation,35.3864734299517,-6.60225442834139,-6.19967793880837,-5.67632850241546,14.251207729468598,-1.60720392112162,-8.42293906810036,-2.90033940141932,,40.17713365539453
GRT.UN,Granite Real Estate Investment Trust,82.0034017597247,77.5974782679126,48.7907884710429,48.037211085968,,3.06729270752256,5.30699872600694,3.54696151612174,,
SJ,Stella-Jones Inc.,19.5994277539342,14.134477825465,12.5608011444921,9.69957081545064,11.416309012875537,8.54119425547997,17.3979984603541,9.85178727114211,,5.464949928469242
AAUC,Allied Gold Corporation,30.3860344058041,21.9082164955976,14.6027567072951,-3.48911368925314,-1.2584284473113994,-2.80047210426688,-14.037070036881,-13.7042127378434,,8.477817910206547
PEY,Peyto Exploration & Development Corp.,33.8110730829108,28.8360653593061,48.7576317767712,37.3262943704734,35.849098376080676,6.73168269653516,13.4800712174454,9.46671410479505,,4.975007723604644
AII,Almonty Industries Inc.,1.85868661678772,-70.1645885286209,-215.654197838268,-216.272651703604,-124.01612635014516,-18.8966587158616,-57.751693642957,-25.2764441056428,,72.02327514540858
CG,Centerra Gold Inc.,25.3966417752962,18.6352855441565,55.6411807288777,44.4015633423153,7.1240812189317655,22.0196522356652,31.1174913016548,30.9118974191594,,6.761356231139666
MX,Methanex Corporation,14.5365522927185,14.5365522927185,9.99075302507845,6.05127910843718,20.64283328120743,3.14230707908943,9.62203671397224,4.16383440177796,,
NPI,Northland Power Inc.,38.7387718717546,31.0560964204841,-17.785320114396,-12.2719129105305,47.08519629631576,-2.06437234268404,-6.98409597581618,-2.65451537763154,,7.682675451270493
EDR,Endeavour Silver Corp.,3.82933294820689,-2.4864298243809,-24.825363976947,-28.7215872284901,-42.39741157942926,-11.7700327480677,-20.8360307454646,-17.1690475470562,,6.315762772587699
FVI,Fortuna Mining Corp.,47.7073410557824,38.1962716149047,41.8537076075061,28.2287697778497,27.816395209977458,12.7405517705002,19.0046050796825,16.9928624080316,,9.511069440877778
SII,Sprott Inc.,92.2827871472318,33.0817584328522,31.1996230445861,23.2557459861363,33.119595251269736,14.6936453003509,19.4103268999159,19.4103268999159,,
SEA,Seabridge Gold Inc,,,,,,-3.19996835378427,-5.2254010292646,-3.33141590157597,,
PPTA,Perpetua Resources Corp.,,,,,,-13.966604029396,-14.5393440147963,-14.5393440147963,,
LMN,Lumine Group Inc.,30.0483779649949,22.1801534110828,17.9430641788753,13.3723886930582,26.66042871525029,7.84025593303745,14.0651311479989,10.7038603249974,,7.868224553912187
MDA,MDA Space Ltd,20.2269197001418,7.48970081718107,8.18531775511582,7.40190450462619,36.969001148105626,3.62302072658755,8.8773691884011,6.71404067630483,4.754508002971567,7.9827108799891935
DML,Denison Mines Corp.,-1393.01274147143,-1682.53185367859,-4124.98972461981,-4017.73530620633,-1835.5117139334154,-21.9782109898362,-39.5830380679725,-24.6485430160907,,326.9831483764899
GEI,Gibson Energy Inc.,4.09344120249454,3.26527240555601,2.16197662585369,1.84894238564628,1.9393697179389453,4.11672632793315,22.0444898535093,5.76409437998027,,0.8281687969385306
TVE,Tamarack Valley Energy Ltd.,37.3678923421391,33.3835368780485,-7.97661511222505,-6.60279606917742,23.157031705837884,-2.46065493390918,-4.57166482252454,-3.36605340870191,,3.9639482980136065
SRU.UN,SmartCentres Real Estate Investment Trust,61.7445234929293,57.1978875829173,32.6804553969194,27.1563359032179,42.75595586657306,2.09141479686662,4.8100680685327,2.65023339187776,,
BBUC,Brookfield Business Corp. Class A,19.2480711330339,5.0790584397878,-15.2251751985579,-12.0931039275954,,-4.85198404221476,,-10.9609154824012,,3.7957577702407352
TPZ,Topaz Energy Corp,33.3368817530863,28.2399942390362,25.7749905288502,17.6053802392679,99.89323431154916,3.2398008643118,4.74771785738862,3.41525366594653,,5.096887514050176
FCR.UN,First Capital Real Estate Investment Trust,63.6206255148407,56.1516488188558,44.2716498817527,141.369276964366,28.222969202561583,11.558473963805,24.2810645668702,13.3707611939426,,
EQB,EQB Inc,,12.0604106459138,12.0604106459138,8.61258480455589,18.02073682002962,0.497143935776263,8.78959263462651,3.38603138092122,,
ATS,ATS Corporation,22.9966903914209,3.68439041167074,-0.845884096200432,0.674100161105474,10.895208585339653,0.412608619902316,1.06873055759707,0.563310420899578,,19.31229997975021
SES,Secure Waste Infrastructure Corp.,3.82240517494854,2.53846907772224,1.37214544741743,1.01930804665295,0.9997059688326962,5.11540860885839,13.4133042529989,7.56923076923077,,1.2839360972263059
BBU.UN,Brookfield Business Partners LP,17.2559361859619,12.9520671775844,1.68175692604196,-0.092791808711405,,-0.0326879023209274,-1.225724712769,-0.0577712602030461,,4.303869008377525
ERO,Ero Copper Corp.,38.7369170332691,28.9976805603238,29.7831513261054,23.6139863119862,3.469949672413677,8.33272296207089,17.6814043924881,10.5563775078628,,9.739236472945342
